Scene Name,Region #,Bathroom,Bedroom,Dining room,Garage,Hall/stairwell,Kitchen,Laundry room,Living room,Office,Rec room,Unknown room,Weighted Room Proposal
00105-xWvSkKiWQpC,9,0,0,0,0,0,0,0,0,0,0,2, Unknown room
00105-xWvSkKiWQpC,10,0,0,0,0,0,0,0,0,1,0,12, Office
00105-xWvSkKiWQpC,11,0,0,0,0,0,0,0,0,2,0,8, Office
00108-oStKKWkQ1id,0,0,0,0,0,0,0,0,1,0,0,20, Living room
00108-oStKKWkQ1id,1,0,0,0,0,0,0,0,0,2,0,11, Office
00108-oStKKWkQ1id,2,11,0,0,0,0,0,0,0,0,0,18, Bathroom
00108-oStKKWkQ1id,3,0,0,0,0,0,0,0,0,0,0,13, Unknown room
00108-oStKKWkQ1id,4,0,11,0,0,0,0,0,0,0,0,21, Bedroom
00108-oStKKWkQ1id,5,7,0,0,0,0,0,0,0,0,0,14, Bathroom
00108-oStKKWkQ1id,6,0,0,0,0,0,0,0,0,0,0,13, Unknown room
00108-oStKKWkQ1id,7,0,0,0,0,0,0,0,0,0,0,5, Unknown room
00108-oStKKWkQ1id,8,0,12,0,0,0,0,0,0,2,0,20, Bedroom
00108-oStKKWkQ1id,9,0,12,0,0,0,0,0,0,2,0,19, Bedroom
00108-oStKKWkQ1id,10,0,0,0,0,0,0,0,1,0,0,23, Living room
00108-oStKKWkQ1id,11,2,0,0,0,0,0,0,0,0,0,7, Bathroom
00108-oStKKWkQ1id,12,0,0,0,0,0,7,0,0,0,0,10, Kitchen
00108-oStKKWkQ1id,13,0,0,0,0,0,0,0,0,0,0,2, Unknown room
00109-GTV2Y73Sn5t,1,0,11,0,0,0,0,0,0,1,0,34, Bedroom
00109-GTV2Y73Sn5t,2,0,11,0,0,0,0,0,0,0,1,16, Bedroom
00109-GTV2Y73Sn5t,3,0,0,0,0,0,0,0,0,0,0,19, Unknown room
00109-GTV2Y73Sn5t,4,0,1,0,0,0,0,0,0,0,0,23, Bedroom
00109-GTV2Y73Sn5t,5,0,0,0,0,0,0,0,0,0,0,14, Unknown room
00109-GTV2Y73Sn5t,6,7,0,0,0,0,0,1,0,0,0,25, Bathroom
00109-GTV2Y73Sn5t,7,0,0,0,0,0,0,0,1,2,0,37, Office
00109-GTV2Y73Sn5t,8,0,1,0,0,1,0,0,0,0,0,22, Tie: Bedroom & Hall/stairwell
00109-GTV2Y73Sn5t,9,1,0,0,0,0,0,0,0,0,0,47, Bathroom
00109-GTV2Y73Sn5t,10,8,0,0,0,0,0,0,0,0,0,24, Bathroom
00109-GTV2Y73Sn5t,11,0,1,0,0,0,0,0,2,0,0,26, Living room
00109-GTV2Y73Sn5t,12,0,0,0,0,0,2,0,1,0,0,40, Kitchen
00135-HeSYRw7eMtG,0,5,0,0,0,0,0,0,0,0,0,31, Bathroom
00135-HeSYRw7eMtG,1,0,0,0,0,0,0,0,0,2,0,23, Office
00135-HeSYRw7eMtG,2,0,10,0,0,0,0,0,0,0,0,12, Bedroom
00135-HeSYRw7eMtG,3,2,0,0,0,0,0,0,0,0,0,19, Bathroom
00135-HeSYRw7eMtG,4,0,0,0,0,0,0,2,0,0,0,17, Laundry room
00135-HeSYRw7eMtG,5,0,0,0,0,0,0,0,0,0,0,15, Unknown room
00135-HeSYRw7eMtG,6,2,0,0,0,0,0,0,0,0,0,13, Bathroom
00135-HeSYRw7eMtG,7,0,0,0,0,0,0,0,0,0,0,16, Unknown room
00135-HeSYRw7eMtG,8,0,0,0,0,1,0,0,0,0,0,21, Hall/stairwell
00135-HeSYRw7eMtG,9,0,0,0,0,0,0,0,0,2,0,20, Office
00135-HeSYRw7eMtG,10,0,0,0,0,0,1,0,1,0,0,37, Tie: Kitchen & Living room
00135-HeSYRw7eMtG,11,0,0,0,0,0,5,0,0,0,0,28, Kitchen
00135-HeSYRw7eMtG,12,2,0,0,0,0,0,0,0,0,0,20, Bathroom
00135-HeSYRw7eMtG,13,0,0,0,0,1,0,0,0,0,0,10, Hall/stairwell
00135-HeSYRw7eMtG,14,2,0,0,0,0,0,0,0,0,0,10, Bathroom
00135-HeSYRw7eMtG,15,0,0,0,0,0,0,0,0,0,0,20, Unknown room
00135-HeSYRw7eMtG,16,0,11,0,0,0,0,0,0,0,0,32, Bedroom
00141-iigzG1rtanx,1,0,0,0,0,1,0,0,0,0,0,17, Hall/stairwell
00141-iigzG1rtanx,2,0,1,0,0,0,0,0,1,0,0,17, Tie: Bedroom & Living room
00141-iigzG1rtanx,3,0,0,0,0,1,0,0,0,0,0,7, Hall/stairwell
00141-iigzG1rtanx,4,0,11,0,0,0,0,0,0,0,0,14, Bedroom
00141-iigzG1rtanx,5,11,0,0,0,0,0,0,0,0,0,12, Bathroom
00141-iigzG1rtanx,6,0,10,0,0,0,0,0,0,1,0,13, Bedroom
00141-iigzG1rtanx,7,0,11,0,0,0,0,0,0,0,0,15, Bedroom
00141-iigzG1rtanx,8,0,10,0,0,0,0,0,1,0,0,13, Bedroom
00141-iigzG1rtanx,9,13,0,0,0,0,0,0,0,0,0,11, Bathroom
00141-iigzG1rtanx,10,0,0,0,0,2,0,0,0,0,0,9, Hall/stairwell
00141-iigzG1rtanx,11,0,0,0,0,0,0,0,1,3,0,20, Office
00141-iigzG1rtanx,12,0,0,0,0,0,7,0,2,0,0,27, Kitchen
00141-iigzG1rtanx,13,5,0,0,0,0,0,0,0,0,0,9, Bathroom
00141-iigzG1rtanx,14,0,0,2,0,0,0,0,0,0,0,14, Dining room
00141-iigzG1rtanx,15,0,0,0,3,1,0,0,0,0,0,15, Garage
00141-iigzG1rtanx,16,0,0,0,0,1,0,0,0,0,0,24, Hall/stairwell
00143-5Kw4nGdqYtS,0,0,1,0,0,0,0,0,2,1,0,22, Living room
00143-5Kw4nGdqYtS,1,0,0,0,0,0,2,1,0,0,0,19, Kitchen
00143-5Kw4nGdqYtS,2,0,0,0,0,2,0,0,0,0,0,16, Hall/stairwell
00143-5Kw4nGdqYtS,3,0,0,0,0,0,0,0,0,0,0,5, Unknown room
00143-5Kw4nGdqYtS,4,11,0,0,0,0,0,0,0,0,0,13, Bathroom
00143-5Kw4nGdqYtS,5,0,1,0,0,0,0,0,1,0,0,16, Tie: Bedroom & Living room
00143-5Kw4nGdqYtS,6,0,0,0,0,2,0,0,0,0,0,6, Hall/stairwell
00143-5Kw4nGdqYtS,7,0,0,0,0,0,6,0,0,0,0,20, Kitchen
00143-5Kw4nGdqYtS,8,0,1,0,0,0,0,0,0,0,0,10, Bedroom
00143-5Kw4nGdqYtS,9,0,0,0,0,0,0,0,2,0,0,38, Living room
00143-5Kw4nGdqYtS,10,0,0,0,0,0,0,0,0,0,0,11, Unknown room
00143-5Kw4nGdqYtS,11,0,11,0,0,0,0,0,0,0,0,15, Bedroom
00143-5Kw4nGdqYtS,12,9,0,0,0,0,0,0,0,0,0,11, Bathroom
00143-5Kw4nGdqYtS,13,0,0,0,0,0,0,0,0,0,0,12, Unknown room
00143-5Kw4nGdqYtS,14,0,13,0,0,0,0,0,0,0,0,13, Bedroom
00143-5Kw4nGdqYtS,15,0,13,0,0,0,0,0,0,0,0,15, Bedroom
00143-5Kw4nGdqYtS,16,0,0,0,0,0,0,0,0,0,0,5, Unknown room
00143-5Kw4nGdqYtS,17,1,0,0,0,0,0,0,0,0,0,18, Bathroom
00149-UuwwmrTsfBN,0,0,11,0,0,0,0,0,0,0,0,21, Bedroom
00149-UuwwmrTsfBN,1,10,0,0,0,0,0,0,0,0,0,17, Bathroom
00149-UuwwmrTsfBN,2,0,0,0,0,0,0,0,0,0,0,16, Unknown room
00149-UuwwmrTsfBN,3,0,11,0,0,0,0,0,0,0,0,21, Bedroom
00149-UuwwmrTsfBN,4,9,0,0,0,0,0,0,0,0,0,23, Bathroom
00149-UuwwmrTsfBN,5,0,11,0,0,0,0,1,0,0,0,36, Bedroom
00149-UuwwmrTsfBN,8,13,0,0,0,0,0,0,0,0,0,25, Bathroom
00149-UuwwmrTsfBN,9,0,1,0,0,0,0,0,0,1,0,28, Tie: Bedroom & Office
00149-UuwwmrTsfBN,10,0,0,0,0,1,0,0,1,0,0,21, Tie: Living room & Hall/stairwell
00149-UuwwmrTsfBN,11,0,0,0,0,0,0,0,0,0,0,9, Unknown room
00149-UuwwmrTsfBN,12,0,0,0,0,0,0,0,0,2,0,36, Office
00149-UuwwmrTsfBN,13,0,0,0,0,0,0,0,0,0,0,19, Unknown room
00149-UuwwmrTsfBN,14,9,0,0,0,0,0,0,0,0,0,17, Bathroom
00149-UuwwmrTsfBN,15,0,0,0,0,0,2,0,0,0,0,11, Kitchen
00149-UuwwmrTsfBN,16,0,0,0,0,0,7,0,0,0,0,23, Kitchen
00149-UuwwmrTsfBN,17,0,0,0,0,0,0,0,2,0,0,32, Living room
00149-UuwwmrTsfBN,19,0,0,0,0,1,0,0,0,0,0,9, Hall/stairwell
00149-UuwwmrTsfBN,20,0,0,0,0,0,0,0,2,0,0,48, Living room
00149-UuwwmrTsfBN,21,0,0,0,0,0,0,0,1,0,0,26, Living room
00149-UuwwmrTsfBN,22,7,0,0,0,0,0,0,0,0,0,17, Bathroom
00150-LcAd9dhvVwh,1,0,0,0,0,0,0,0,0,0,0,7, Unknown room
00150-LcAd9dhvVwh,2,0,0,0,0,0,6,0,0,0,0,14, Kitchen
00150-LcAd9dhvVwh,3,0,0,0,0,0,0,0,0,0,0,14, Unknown room
00150-LcAd9dhvVwh,4,0,1,0,0,0,0,1,0,0,0,11, Tie: Laundry room & Bedroom
00150-LcAd9dhvVwh,5,0,0,0,0,0,0,0,0,0,0,17, Unknown room
00150-LcAd9dhvVwh,6,0,0,0,0,0,0,0,2,0,0,18, Living room
00150-LcAd9dhvVwh,7,0,13,0,0,0,0,0,0,0,0,18, Bedroom
00150-LcAd9dhvVwh,8,0,0,0,0,0,0,0,0,3,0,20, Office
00150-LcAd9dhvVwh,9,0,12,0,0,0,0,0,0,0,0,11, Bedroom
00150-LcAd9dhvVwh,10,6,0,0,0,0,0,0,0,0,0,11, Bathroom
00150-LcAd9dhvVwh,11,8,0,0,0,0,0,0,0,0,0,12, Bathroom
00150-LcAd9dhvVwh,12,0,0,0,0,0,0,0,0,0,0,10, Unknown room
00150-LcAd9dhvVwh,13,0,0,0,0,0,0,0,0,0,0,10, Unknown room
00150-LcAd9dhvVwh,14,0,0,0,0,0,0,0,2,0,0,25, Living room
00150-LcAd9dhvVwh,15,0,12,0,0,0,0,0,1,0,0,17, Bedroom
00150-LcAd9dhvVwh,16,0,0,0,0,0,0,0,0,0,0,5, Unknown room
00150-LcAd9dhvVwh,17,0,11,0,0,0,0,0,0,0,0,16, Bedroom
00150-LcAd9dhvVwh,18,0,13,0,0,0,0,0,0,0,0,16, Bedroom
00150-LcAd9dhvVwh,19,6,0,0,0,0,0,0,0,0,0,16, Bathroom
00150-LcAd9dhvVwh,20,8,1,0,0,0,0,0,0,0,0,12, Bathroom
00150-LcAd9dhvVwh,21,0,0,0,0,1,0,0,0,0,0,6, Hall/stairwell
00155-iLDo95ZbDJq,1,0,12,0,0,0,0,0,1,0,0,24, Bedroom
00155-iLDo95ZbDJq,2,8,0,0,0,0,0,0,0,0,0,15, Bathroom
00155-iLDo95ZbDJq,3,0,0,0,0,0,0,0,0,0,0,4, Unknown room
00155-iLDo95ZbDJq,4,0,0,0,0,0,8,0,0,0,0,25, Kitchen
00155-iLDo95ZbDJq,5,0,0,0,0,0,0,0,2,0,0,22, Living room
00155-iLDo95ZbDJq,6,0,0,0,0,0,0,0,0,0,0,13, Unknown room
00155-iLDo95ZbDJq,7,2,0,0,0,0,0,0,0,0,0,10, Bathroom
00155-iLDo95ZbDJq,8,0,0,0,0,0,0,1,0,0,0,14, Laundry room
00155-iLDo95ZbDJq,9,0,0,0,0,0,0,0,0,0,0,14, Unknown room
00155-iLDo95ZbDJq,10,0,0,0,0,0,0,0,0,0,0,8, Unknown room
00155-iLDo95ZbDJq,11,0,12,0,0,0,0,0,0,0,0,15, Bedroom
00155-iLDo95ZbDJq,12,9,0,0,0,0,0,0,0,0,0,11, Bathroom
00155-iLDo95ZbDJq,13,0,12,0,0,0,0,0,0,0,0,14, Bedroom
00164-XfUxBGTFQQb,0,0,0,0,0,0,0,0,2,0,0,36, Living room
00164-XfUxBGTFQQb,1,0,0,2,0,0,7,0,0,0,0,28, Kitchen
00164-XfUxBGTFQQb,2,0,1,0,0,0,0,0,0,0,0,8, Bedroom
00164-XfUxBGTFQQb,3,6,0,0,0,2,0,0,0,0,0,20, Bathroom
00164-XfUxBGTFQQb,4,0,11,0,0,0,0,0,0,0,0,24, Bedroom
00164-XfUxBGTFQQb,5,0,10,0,0,0,0,0,0,0,0,20, Bedroom
00164-XfUxBGTFQQb,6,6,0,0,0,0,0,0,0,0,0,13, Bathroom
00164-XfUxBGTFQQb,7,0,0,0,0,1,0,0,0,0,0,11, Hall/stairwell
00166-RaYrxWt5pR1,0,0,0,0,0,0,0,0,0,0,0,5, Unknown room
00166-RaYrxWt5pR1,1,0,0,0,0,0,5,0,0,0,0,25, Kitchen
00166-RaYrxWt5pR1,2,0,0,0,0,0,0,1,0,0,0,11, Laundry room
00166-RaYrxWt5pR1,3,3,0,0,0,0,0,0,0,0,0,17, Bathroom
00166-RaYrxWt5pR1,4,0,3,0,0,0,0,0,0,0,0,14, Bedroom
00166-RaYrxWt5pR1,5,0,0,0,0,0,0,0,2,0,0,20, Living room
00166-RaYrxWt5pR1,6,0,11,0,0,0,0,0,0,1,0,12, Bedroom
00166-RaYrxWt5pR1,7,2,0,0,0,0,0,0,0,0,0,17, Bathroom
00168-bHKTDQFJxTw,1,2,0,0,0,0,0,0,0,0,0,13, Bathroom
00168-bHKTDQFJxTw,2,0,0,0,0,2,0,0,0,0,0,24, Hall/stairwell
00168-bHKTDQFJxTw,3,0,0,0,0,0,0,0,0,0,0,7, Unknown room
00168-bHKTDQFJxTw,4,2,0,0,0,0,0,0,0,0,0,15, Bathroom
00168-bHKTDQFJxTw,5,0,0,0,0,3,0,0,0,0,0,8, Hall/stairwell
00168-bHKTDQFJxTw,6,0,0,0,0,0,0,0,0,0,0,18, Unknown room
00168-bHKTDQFJxTw,7,0,0,0,0,2,0,0,0,0,0,17, Hall/stairwell
00168-bHKTDQFJxTw,8,0,0,0,0,0,0,0,1,1,0,31, Tie: Office & Living room
00168-bHKTDQFJxTw,9,0,0,0,0,1,1,0,1,1,0,34, Tie: Office & Kitchen & Living room & Hall/stairwell
00172-bB6nKqfsb1z,0,0,0,0,0,0,0,0,0,1,0,11, Office
00172-bB6nKqfsb1z,1,0,0,0,0,0,0,0,0,0,0,7, Unknown room
00172-bB6nKqfsb1z,2,1,0,0,0,0,0,0,0,0,0,7, Bathroom
00172-bB6nKqfsb1z,3,6,0,0,0,0,0,0,0,0,0,6, Bathroom
00172-bB6nKqfsb1z,4,0,0,0,0,0,0,0,0,0,0,9, Unknown room
00172-bB6nKqfsb1z,5,0,0,0,0,0,0,0,0,0,0,6, Unknown room
00172-bB6nKqfsb1z,6,0,0,0,0,0,0,0,1,0,0,11, Living room
00172-bB6nKqfsb1z,7,0,10,0,0,0,0,0,0,0,0,12, Bedroom
00172-bB6nKqfsb1z,8,6,0,0,0,0,0,0,0,0,0,12, Bathroom
00172-bB6nKqfsb1z,9,0,0,0,0,0,0,0,0,0,0,13, Unknown room
00172-bB6nKqfsb1z,10,3,0,0,0,0,0,0,0,0,0,5, Bathroom
00172-bB6nKqfsb1z,11,0,10,0,0,0,0,0,0,2,0,22, Bedroom
00172-bB6nKqfsb1z,12,8,0,0,0,0,0,0,0,0,0,11, Bathroom
00172-bB6nKqfsb1z,13,0,0,0,0,1,0,0,0,0,0,10, Hall/stairwell
00172-bB6nKqfsb1z,14,0,0,0,0,0,0,0,0,0,0,5, Unknown room
00172-bB6nKqfsb1z,15,0,0,2,0,0,0,0,0,0,0,7, Dining room
00172-bB6nKqfsb1z,16,0,0,0,0,0,0,0,0,0,0,6, Unknown room
00172-bB6nKqfsb1z,17,0,0,0,0,0,8,0,1,0,0,20, Kitchen
00172-bB6nKqfsb1z,18,0,0,0,0,0,0,0,0,0,0,13, Unknown room
00172-bB6nKqfsb1z,19,0,0,0,0,0,0,0,0,0,0,7, Unknown room
00172-bB6nKqfsb1z,20,0,0,0,0,0,0,0,0,0,0,9, Unknown room
00172-bB6nKqfsb1z,21,5,0,0,0,0,0,0,0,0,0,12, Bathroom
00172-bB6nKqfsb1z,22,2,0,0,0,0,0,0,0,0,0,4, Bathroom
00172-bB6nKqfsb1z,23,0,0,0,0,0,0,0,0,0,0,7, Unknown room
00172-bB6nKqfsb1z,24,2,0,0,0,0,0,0,0,0,0,8, Bathroom
00172-bB6nKqfsb1z,25,0,0,0,0,0,0,0,0,0,0,9, Unknown room
00173-qZ4B7U6XE5Y,0,0,11,0,0,0,0,0,0,0,0,22, Bedroom
00173-qZ4B7U6XE5Y,1,0,0,0,0,0,0,0,0,1,0,15, Office
00173-qZ4B7U6XE5Y,2,4,0,0,0,0,0,0,0,0,0,13, Bathroom
00173-qZ4B7U6XE5Y,3,0,0,0,0,0,0,0,0,0,0,7, Unknown room
00173-qZ4B7U6XE5Y,4,0,0,0,0,0,0,0,0,1,0,27, Office
00173-qZ4B7U6XE5Y,5,3,0,0,0,0,0,0,0,0,0,10, Bathroom
00173-qZ4B7U6XE5Y,6,0,11,0,0,0,0,0,0,1,0,24, Bedroom
00173-qZ4B7U6XE5Y,7,0,0,0,0,0,0,0,2,0,0,31, Living room
00173-qZ4B7U6XE5Y,8,0,0,0,0,0,8,0,0,0,0,26, Kitchen
00173-qZ4B7U6XE5Y,9,0,0,0,0,0,0,0,0,0,0,10, Unknown room
00173-qZ4B7U6XE5Y,11,0,0,0,0,0,1,0,0,0,0,20, Kitchen
00173-qZ4B7U6XE5Y,12,0,0,0,0,0,0,0,0,0,1,32, Rec room
00173-qZ4B7U6XE5Y,13,3,0,0,0,0,0,0,0,0,0,19, Bathroom
00173-qZ4B7U6XE5Y,14,0,0,0,0,0,4,0,2,0,0,32, Kitchen
00173-qZ4B7U6XE5Y,15,0,0,0,0,1,0,0,0,0,0,17, Hall/stairwell
00177-VSxVP19Cdyw,0,0,0,0,0,0,0,0,0,0,0,11, Unknown room
00177-VSxVP19Cdyw,1,4,0,0,0,0,0,0,0,0,0,16, Bathroom
00177-VSxVP19Cdyw,2,6,0,0,0,0,0,0,0,0,0,22, Bathroom
00177-VSxVP19Cdyw,3,0,0,0,0,0,0,1,0,0,0,17, Laundry room
00177-VSxVP19Cdyw,4,0,0,0,0,0,0,0,0,1,0,21, Office
00177-VSxVP19Cdyw,5,0,0,0,0,0,0,0,0,0,0,4, Unknown room
00177-VSxVP19Cdyw,6,0,0,1,0,0,0,0,2,0,0,23, Living room
00177-VSxVP19Cdyw,7,5,0,0,0,0,0,0,0,0,0,21, Bathroom
00177-VSxVP19Cdyw,8,0,11,0,0,0,0,0,0,0,0,19, Bedroom
00177-VSxVP19Cdyw,9,0,0,0,0,0,0,0,0,0,0,14, Unknown room
00177-VSxVP19Cdyw,10,0,0,0,0,0,6,0,0,1,0,19, Kitchen
00179-MVVzj944atG,1,0,11,0,0,0,0,0,0,0,0,19, Bedroom
00179-MVVzj944atG,2,1,0,0,0,2,0,0,0,0,0,14, Hall/stairwell
00179-MVVzj944atG,3,6,0,0,0,0,0,0,0,0,0,14, Bathroom
00179-MVVzj944atG,4,0,10,0,0,0,0,0,0,0,0,20, Bedroom
00179-MVVzj944atG,5,0,11,0,0,0,0,0,0,2,0,20, Bedroom
00179-MVVzj944atG,6,0,0,0,0,0,0,0,0,0,0,12, Unknown room
00179-MVVzj944atG,7,0,0,0,0,0,0,0,0,0,0,10, Unknown room
00179-MVVzj944atG,8,0,0,0,0,0,0,0,2,0,0,19, Living room
00179-MVVzj944atG,9,0,0,2,0,0,3,0,1,0,0,36, Kitchen
00188-dQrLTxHvLXU,1,0,11,0,0,0,0,0,0,0,0,11, Bedroom
00188-dQrLTxHvLXU,2,7,0,0,0,0,0,0,0,0,0,14, Bathroom
00188-dQrLTxHvLXU,3,6,0,0,0,0,0,0,0,0,0,17, Bathroom
00188-dQrLTxHvLXU,4,0,0,0,0,0,0,0,0,0,0,7, Unknown room
00188-dQrLTxHvLXU,5,0,11,0,0,0,0,0,0,0,0,12, Bedroom
00188-dQrLTxHvLXU,6,0,0,0,0,0,0,0,0,0,0,4, Unknown room
00188-dQrLTxHvLXU,7,0,0,0,0,2,0,0,0,0,0,3, Hall/stairwell
00188-dQrLTxHvLXU,8,0,0,0,0,0,0,0,2,0,0,11, Living room
00188-dQrLTxHvLXU,9,0,0,0,0,0,0,0,0,0,0,10, Unknown room
00188-dQrLTxHvLXU,10,0,0,0,0,0,6,0,0,0,0,21, Kitchen
00188-dQrLTxHvLXU,11,1,0,0,0,0,0,0,0,0,0,9, Bathroom
00188-dQrLTxHvLXU,12,0,0,0,0,0,0,0,2,0,0,10, Living room
00203-VoVGtfYrpuQ,0,0,11,0,0,0,0,0,0,0,0,16, Bedroom
00203-VoVGtfYrpuQ,1,0,0,0,0,0,0,0,0,0,0,10, Unknown room
00203-VoVGtfYrpuQ,2,2,0,0,0,0,0,0,0,0,0,12, Bathroom
00203-VoVGtfYrpuQ,3,0,0,0,0,0,0,0,1,0,0,19, Living room
00203-VoVGtfYrpuQ,4,1,0,0,0,0,0,0,0,0,0,4, Bathroom
00203-VoVGtfYrpuQ,5,3,0,0,0,0,0,0,0,0,0,16, Bathroom
00203-VoVGtfYrpuQ,6,0,10,0,0,0,0,0,0,1,0,18, Bedroom
00203-VoVGtfYrpuQ,7,0,0,0,0,0,0,0,0,0,0,8, Unknown room
00203-VoVGtfYrpuQ,8,0,0,0,0,0,0,0,0,0,0,8, Unknown room
00203-VoVGtfYrpuQ,9,0,11,0,0,0,0,0,0,0,0,14, Bedroom
00203-VoVGtfYrpuQ,10,0,11,0,0,0,0,0,0,0,0,14, Bedroom
00203-VoVGtfYrpuQ,11,0,0,0,0,0,0,0,0,0,0,8, Unknown room
00203-VoVGtfYrpuQ,12,0,0,0,0,1,0,0,0,0,0,9, Hall/stairwell
00203-VoVGtfYrpuQ,13,1,0,0,0,0,0,0,0,0,0,11, Bathroom
00203-VoVGtfYrpuQ,14,0,0,0,0,0,0,0,2,0,0,13, Living room
00203-VoVGtfYrpuQ,15,0,0,0,0,0,0,0,0,0,0,16, Unknown room
00203-VoVGtfYrpuQ,16,0,0,0,0,0,0,0,0,0,0,13, Unknown room
00203-VoVGtfYrpuQ,17,0,0,0,0,0,4,0,2,0,0,35, Kitchen
00203-VoVGtfYrpuQ,18,0,0,0,0,0,1,0,0,0,0,11, Kitchen
00205-NEVASPhcrxR,0,0,0,0,0,0,0,0,0,0,0,25, Unknown room
00205-NEVASPhcrxR,1,6,10,0,0,0,1,0,0,1,0,34, Bedroom
00205-NEVASPhcrxR,2,0,0,0,0,0,0,0,0,0,0,7, Unknown room
00205-NEVASPhcrxR,3,0,0,0,0,0,0,0,0,2,0,30, Office
00205-NEVASPhcrxR,4,0,0,0,0,0,0,0,0,1,0,37, Office
00205-NEVASPhcrxR,6,3,0,0,0,0,0,0,0,0,0,20, Bathroom
00205-NEVASPhcrxR,7,4,0,0,0,0,0,0,0,0,0,8, Bathroom
00205-NEVASPhcrxR,8,0,0,0,0,1,0,0,0,0,0,4, Hall/stairwell
00205-NEVASPhcrxR,9,0,0,0,0,1,0,0,0,0,0,24, Hall/stairwell
00205-NEVASPhcrxR,10,2,0,0,0,0,0,0,0,0,0,10, Bathroom
00205-NEVASPhcrxR,11,3,0,0,0,0,0,0,0,0,0,4, Bathroom
00205-NEVASPhcrxR,12,0,0,0,0,0,0,0,0,0,0,13, Unknown room
00205-NEVASPhcrxR,13,0,0,0,0,0,0,0,0,0,0,10, Unknown room
00205-NEVASPhcrxR,14,0,11,0,0,0,0,0,0,0,0,28, Bedroom
00205-NEVASPhcrxR,15,0,11,0,0,0,0,0,0,0,0,16, Bedroom
00205-NEVASPhcrxR,16,0,0,0,0,0,0,0,0,1,0,14, Office
00205-NEVASPhcrxR,17,0,0,0,0,0,0,0,0,0,0,23, Unknown room
00205-NEVASPhcrxR,18,0,0,0,0,0,0,0,0,0,0,15, Unknown room
00205-NEVASPhcrxR,19,0,0,0,0,0,0,0,0,0,0,15, Unknown room
00205-NEVASPhcrxR,20,0,0,0,0,0,0,0,0,1,0,30, Office
00205-NEVASPhcrxR,21,0,0,0,0,0,0,0,0,0,0,14, Unknown room
00205-NEVASPhcrxR,22,0,0,0,0,0,0,0,0,1,0,45, Office
00205-NEVASPhcrxR,23,0,0,0,0,0,0,0,0,0,0,24, Unknown room
00205-NEVASPhcrxR,24,3,0,0,0,0,0,0,0,0,0,25, Bathroom
00205-NEVASPhcrxR,25,0,0,0,0,0,0,0,0,0,0,6, Unknown room
00205-NEVASPhcrxR,26,0,0,0,0,0,0,0,0,0,0,3, Unknown room
00205-NEVASPhcrxR,27,2,0,0,0,0,0,0,0,0,0,14, Bathroom
00205-NEVASPhcrxR,28,1,0,0,0,0,0,0,0,0,0,13, Bathroom
00205-NEVASPhcrxR,29,0,0,0,0,0,0,0,0,0,0,11, Unknown room
00205-NEVASPhcrxR,30,0,0,0,0,0,0,0,0,0,0,10, Unknown room
00205-NEVASPhcrxR,31,0,0,0,0,0,0,0,0,0,0,4, Unknown room
00205-NEVASPhcrxR,32,0,0,0,0,0,0,0,0,0,0,5, Unknown room
00207-FRQ75PjD278,0,0,10,0,0,0,0,0,0,0,0,27, Bedroom
00207-FRQ75PjD278,1,0,0,0,0,1,0,0,0,0,0,6, Hall/stairwell
00207-FRQ75PjD278,2,5,0,0,0,0,0,0,0,0,0,20, Bathroom
00207-FRQ75PjD278,3,0,11,0,0,0,0,0,0,1,0,20, Bedroom
00207-FRQ75PjD278,4,2,0,0,0,0,0,0,0,0,0,14, Bathroom
00207-FRQ75PjD278,5,0,0,0,0,0,6,0,0,0,0,32, Kitchen
00207-FRQ75PjD278,6,0,0,0,0,0,0,0,2,1,0,32, Living room
00207-FRQ75PjD278,7,0,1,0,0,0,0,0,1,0,0,24, Tie: Bedroom & Living room
00207-FRQ75PjD278,8,0,1,0,0,0,0,0,0,1,0,25, Tie: Bedroom & Office
00207-FRQ75PjD278,9,0,1,0,0,0,1,0,0,0,1,14, Tie: Bedroom & Kitchen & Rec room
00210-j2EJhFEQGCL,1,0,1,0,0,0,0,0,0,0,0,12, Bedroom
00210-j2EJhFEQGCL,2,3,0,0,0,0,0,0,0,0,0,14, Bathroom
00210-j2EJhFEQGCL,3,0,0,0,0,0,1,0,0,0,0,19, Kitchen
00210-j2EJhFEQGCL,4,0,0,0,0,0,0,0,2,0,0,29, Living room
00210-j2EJhFEQGCL,5,4,12,0,0,0,0,0,0,0,0,23, Bedroom
00210-j2EJhFEQGCL,6,4,12,0,0,0,0,0,0,0,0,24, Bedroom
00210-j2EJhFEQGCL,7,3,12,0,0,0,0,0,0,0,0,25, Bedroom
00210-j2EJhFEQGCL,8,0,0,0,0,0,0,0,0,0,0,15, Unknown room
00217-qz3829g1Lzf,0,0,0,0,0,0,0,0,0,0,0,1, Unknown room
00217-qz3829g1Lzf,1,0,11,0,0,0,0,0,0,0,0,23, Bedroom
00217-qz3829g1Lzf,2,0,11,0,0,0,0,0,0,0,0,26, Bedroom
00217-qz3829g1Lzf,3,5,0,0,0,0,0,0,0,0,0,21, Bathroom
00217-qz3829g1Lzf,4,3,0,0,0,0,0,0,0,0,0,18, Bathroom
00217-qz3829g1Lzf,5,0,0,0,0,1,0,0,0,0,0,16, Hall/stairwell
00217-qz3829g1Lzf,6,0,0,0,0,0,0,0,0,1,0,24, Office
